window,regime,model,symbol,exit_reason,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio,effective_threshold
2022 Bear,severe_bear,5d_10%,001228.SZ,matured,2022-04-29,2022-05-11,48.25,70.65,0.46424870466321266,0.46114870466321267,3300,0.0031,0.45
2022 Bear,severe_bear,5d_10%,001318.SZ,matured,2022-05-20,2022-05-27,14.98,21.93,0.46395193591455275,0.46085193591455276,46600,0.0031,0.45
2022 Bear,recovery,5d_10%,000595.SZ,matured,2022-05-30,2022-06-07,6.53,6.4,-0.019908116385911168,-0.023008116385911166,136400,0.0031,0.45
2022 Bear,bull,5d_10%,001270.SZ,matured,2022-06-15,2022-06-22,66.92,93.52,0.39748953974895396,0.39438953974895397,17500,0.0031,0.3
2022 Bear,bull,5d_10%,000821.SZ,stop_loss,2022-06-28,2022-06-29,25.05,23.7975,-0.05,-0.0531,12200,0.0031,0.3
2022 Bear,bull,5d_10%,001226.SZ,matured,2022-06-22,2022-06-29,39.06,52.18,0.33589349718381967,0.3327934971838197,39400,0.0031,0.3
2022 Bear,bull,5d_10%,001268.SZ,matured,2022-06-30,2022-07-07,30.49,37.21,0.22040013119055435,0.21730013119055436,63500,0.0031,0.4
2022 Bear,bull,5d_10%,001309.SZ,matured,2022-07-01,2022-07-08,42.04,61.55,0.46408182683158894,0.46098182683158895,9100,0.0031,0.4
2022 Bear,recovery,5d_10%,001309.SZ,stop_loss,2022-07-08,2022-07-11,67.69,64.3055,-0.05,-0.0531,35600,0.0031,0.55
2022 Bear,bear,5d_10%,001336.SZ,matured,2022-07-25,2022-08-01,36.37,36.51,0.003849326367885597,0.0007493263678855972,47600,0.0031,0.44999999999999996
2022 Bear,bear,5d_10%,001258.SZ,matured,2022-07-27,2022-08-03,5.36,7.85,0.46455223880596996,0.46145223880596997,129300,0.0031,0.44999999999999996
2022 Bear,bear,5d_10%,001258.SZ,matured,2022-08-03,2022-08-10,8.64,12.65,0.46412037037037024,0.46102037037037025,111400,0.0031,0.44999999999999996
2022 Bear,sideways,5d_10%,000045.SZ,stop_loss,2022-08-19,2022-08-25,11.66,11.077,-0.05,-0.0531,75000,0.0031,0.5
2022 Bear,sideways,5d_10%,001330.SZ,matured,2022-08-18,2022-08-25,7.96,11.66,0.46482412060301503,0.46172412060301504,275300,0.0031,0.5
2022 Bear,sideways,5d_10%,001330.SZ,matured,2022-08-25,2022-09-01,12.83,13.8,0.07560405300077955,0.07250405300077954,215800,0.0031,0.44999999999999996
2022 Bear,sideways,5d_10%,000892.SZ,stop_loss,2022-09-02,2022-09-06,5.48,5.206,-0.05,-0.0531,203100,0.0031,0.44999999999999996
2022 Bear,sideways,5d_10%,001283.SZ,stop_loss,2022-09-05,2022-09-06,82.67,78.5365,-0.05,-0.0531,9400,0.0031,0.44999999999999996
2022 Bear,sideways,5d_10%,001259.SZ,matured,2022-08-31,2022-09-07,31.28,31.8,0.01662404092071612,0.01352404092071612,35300,0.0031,0.39999999999999997
2022 Bear,bear,5d_10%,001332.SZ,stop_loss,2022-09-22,2022-09-28,82.37,78.25150000000001,-0.05,-0.0531,12000,0.0031,0.35
2022 Bear,bear,5d_10%,003027.SZ,matured,2022-09-21,2022-09-28,23.73,27.47,0.15760640539401605,0.15450640539401606,59800,0.0031,0.35
2022 Bear,bear,5d_10%,001259.SZ,stop_loss,2022-09-29,2022-09-30,32.99,31.3405,-0.05,-0.0531,44500,0.0031,0.35
2022 Bear,bear,5d_10%,001255.SZ,matured,2022-09-30,2022-10-14,31.32,33.05,0.05523627075351212,0.05213627075351212,23000,0.0031,0.35
2022 Bear,bear,5d_10%,001269.SZ,matured,2022-09-30,2022-10-14,24.79,36.3,0.46430012101653895,0.46120012101653896,29100,0.0031,0.35
2022 Bear,bear,5d_10%,001269.SZ,matured,2022-10-14,2022-10-21,39.93,58.45,0.4638116704232407,0.4607116704232407,38900,0.0031,0.35
2022 Bear,severe_bear,5d_10%,002253.SZ,stop_loss,2022-11-02,2022-11-03,17.56,16.682,-0.05,-0.0531,100800,0.0031,0.45
2022 Bear,sideways,5d_10%,001338.SZ,matured,2022-11-16,2022-11-23,10.8,15.82,0.4648148148148148,0.4617148148148148,322700,0.0031,0.44999999999999996
2022 Bear,recovery,5d_10%,001338.SZ,matured,2022-11-23,2022-11-30,17.4,21.3,0.22413793103448287,0.22103793103448288,255700,0.0031,0.5
2022 Bear,bull,5d_10%,001333.SZ,stop_loss,2022-12-08,2022-12-12,41.95,39.8525,-0.05,-0.0531,31800,0.0031,0.35
2022 Bear,recovery,5d_10%,001256.SZ,stop_loss,2022-12-07,2022-12-13,26.14,24.833,-0.05,-0.0531,257000,0.0031,0.5
2022 Bear,recovery,5d_10%,000597.SZ,stop_loss,2022-12-19,2022-12-23,8.3,7.885000000000001,-0.05,-0.0531,384100,0.0031,0.45
2022 Bear,recovery,5d_10%,001338.SZ,matured,2022-12-19,2022-12-26,20.37,20.31,-0.002945508100147376,-0.006045508100147376,156500,0.0031,0.45
2023 Sideways,sideways,5d_10%,001301.SZ,stop_loss,2023-01-03,2023-01-04,71.43,67.8585,-0.05,-0.0531,8300,0.0031,0.39999999999999997
2023 Sideways,bull,5d_10%,002362.SZ,matured,2023-01-31,2023-02-07,22.28,32.63,0.4645421903052065,0.4614421903052065,34700,0.0031,0.3
2023 Sideways,sideways,5d_10%,001314.SZ,stop_loss,2023-02-14,2023-02-20,55.44,52.66799999999999,-0.05,-0.0531,9500,0.0031,0.39999999999999997
2023 Sideways,recovery,5d_10%,000752.SZ,stop_loss,2023-02-14,2023-02-21,4.71,4.4745,-0.05,-0.0531,112400,0.0031,0.45
2023 Sideways,sideways,5d_10%,001225.SZ,stop_loss,2023-02-22,2023-02-24,67.81,64.4195,-0.05,-0.0531,11200,0.0031,0.39999999999999997
2023 Sideways,sideways,5d_10%,000925.SZ,stop_loss,2023-02-28,2023-03-01,11.08,10.526,-0.05,-0.0531,49800,0.0031,0.39999999999999997
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-03,2023-03-10,11.23,16.45,0.4648263579697238,0.46172635796972383,48000,0.0031,0.39999999999999997
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-10,2023-03-17,18.1,26.5,0.4640883977900552,0.4609883977900552,35900,0.0031,0.39999999999999997
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-17,2023-03-24,29.15,30.47,0.04528301886792452,0.04218301886792452,35900,0.0031,0.39999999999999997
2023 Sideways,bear,5d_10%,000609.SZ,stop_loss,2023-08-28,2023-08-31,6.6,6.27,-0.05,-0.0531,81300,0.0031,0.35
2023 Sideways,sideways,5d_10%,000752.SZ,matured,2023-09-11,2023-09-18,8.75,10.64,0.21599999999999997,0.21289999999999998,120800,0.0031,0.39999999999999997
2023 Sideways,bear,5d_10%,002232.SZ,stop_loss,2023-10-30,2023-10-31,21.81,20.719499999999996,-0.05,-0.0531,13600,0.0031,0.35
2023 Sideways,bear,5d_10%,000676.SZ,stop_loss,2023-10-30,2023-11-01,8.06,7.657,-0.05,-0.0531,36900,0.0031,0.39999999999999997
2024-2025 Recovery,bear,5d_10%,001379.SZ,stop_loss,2024-01-29,2024-01-30,25.21,23.9495,-0.05,-0.0531,5900,0.0031,0.35
2024-2025 Recovery,bear,5d_10%,001239.SZ,stop_loss,2024-01-29,2024-01-30,22.68,21.546,-0.05,-0.0531,6600,0.0031,0.35
2024-2025 Recovery,bear,5d_10%,002229.SZ,stop_loss,2024-01-30,2024-01-31,20.15,19.1425,-0.05,-0.0531,14600,0.0031,0.35
2024-2025 Recovery,sideways,5d_10%,000536.SZ,stop_loss,2024-02-05,2024-02-06,2.15,2.0425,-0.05,-0.0531,135100,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,002316.SZ,stop_loss,2024-02-05,2024-02-07,3.05,2.8974999999999995,-0.05,-0.0531,95200,0.0031,0.39999999999999997
2024-2025 Recovery,recovery,5d_10%,002232.SZ,matured,2024-02-07,2024-02-22,10.92,13.52,0.23809523809523814,0.23499523809523815,19300,0.0031,0.55
2024-2025 Recovery,recovery,5d_10%,000925.SZ,matured,2024-02-07,2024-02-22,5.49,6.86,0.24954462659380683,0.24644462659380684,38400,0.0031,0.55
2024-2025 Recovery,recovery,5d_10%,000620.SZ,stop_loss,2024-05-23,2024-05-27,2.58,2.451,-0.05,-0.0531,322100,0.0031,0.55
2024-2025 Recovery,sideways,5d_10%,000609.SZ,stop_loss,2024-06-13,2024-06-14,1.47,1.3964999999999999,-0.05,-0.0531,406100,0.0031,0.5
2024-2025 Recovery,bear,5d_10%,000656.SZ,stop_loss,2024-06-28,2024-07-04,1.22,1.159,-0.05,-0.0531,236900,0.0031,0.44999999999999996
2024-2025 Recovery,bear,5d_10%,000908.SZ,stop_loss,2024-08-08,2024-08-09,2.84,2.698,-0.05,-0.0531,75100,0.0031,0.39999999999999997
2024-2025 Recovery,bear,5d_10%,000536.SZ,stop_loss,2024-09-11,2024-09-13,3.3,3.135,-0.05,-0.0531,63800,0.0031,0.39999999999999997
2024-2025 Recovery,bear,5d_10%,000566.SZ,stop_loss,2024-09-13,2024-09-18,5.6,5.319999999999999,-0.05,-0.0531,37100,0.0031,0.39999999999999997
2024-2025 Recovery,recovery,5d_10%,000004.SZ,stop_loss,2024-09-23,2024-09-25,16.66,15.827,-0.05,-0.0531,8200,0.0031,0.45
2024-2025 Recovery,bull,5d_10%,000158.SZ,stop_loss,2024-10-09,2024-10-10,17.56,16.682,-0.05,-0.0531,10300,0.0031,0.3
2024-2025 Recovery,bull,5d_10%,300077.SZ,stop_loss,2024-10-09,2024-10-10,23.21,22.0495,-0.05,-0.0531,7800,0.0031,0.3
2024-2025 Recovery,bull,5d_10%,000908.SZ,matured,2024-10-10,2024-10-17,3.75,3.99,0.06400000000000006,0.06090000000000006,94700,0.0031,0.35
2024-2025 Recovery,bull,5d_10%,000506.SZ,matured,2024-10-15,2024-10-22,1.6,1.94,0.2124999999999999,0.20939999999999992,133100,0.0031,0.35
2024-2025 Recovery,bull,5d_10%,000935.SZ,stop_loss,2024-10-22,2024-10-23,20.66,19.627,-0.05,-0.0531,7600,0.0031,0.35
2024-2025 Recovery,bull,5d_10%,000676.SZ,stop_loss,2024-10-23,2024-10-24,12.0,11.399999999999999,-0.05,-0.0531,7600,0.0031,0.35
2024-2025 Recovery,bull,5d_10%,001289.SZ,stop_loss,2024-10-23,2024-10-24,19.35,18.3825,-0.05,-0.0531,4700,0.0031,0.35
2024-2025 Recovery,bull,5d_10%,000068.SZ,stop_loss,2024-10-25,2024-10-28,4.21,3.9995,-0.05,-0.0531,13900,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000958.SZ,matured,2024-10-21,2024-10-28,4.95,7.26,0.46666666666666656,0.46356666666666657,112500,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000506.SZ,matured,2024-10-22,2024-10-29,2.04,2.48,0.21568627450980382,0.21258627450980383,77700,0.0031,0.4
2024-2025 Recovery,recovery,5d_10%,002243.SZ,matured,2024-10-25,2024-11-01,8.54,9.53,0.11592505854800939,0.11282505854800938,6800,0.0031,0.55
2024-2025 Recovery,recovery,5d_10%,000016.SZ,matured,2024-10-25,2024-11-01,5.29,7.74,0.46313799621928164,0.46003799621928165,11000,0.0031,0.55
2024-2025 Recovery,sideways,5d_10%,000958.SZ,matured,2024-10-28,2024-11-04,7.99,9.58,0.19899874843554444,0.19589874843554445,45800,0.0031,0.5
2024-2025 Recovery,sideways,5d_10%,000917.SZ,matured,2024-10-28,2024-11-04,8.35,10.01,0.19880239520958076,0.19570239520958077,43800,0.0031,0.5
2024-2025 Recovery,recovery,5d_10%,000536.SZ,stop_loss,2024-11-05,2024-11-06,8.11,7.7044999999999995,-0.05,-0.0531,41400,0.0031,0.55
2024-2025 Recovery,bull,5d_10%,000716.SZ,stop_loss,2024-11-07,2024-11-08,7.87,7.4765,-0.05,-0.0531,18300,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000597.SZ,stop_loss,2024-11-07,2024-11-08,6.69,6.3555,-0.05,-0.0531,21600,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000929.SZ,stop_loss,2024-11-08,2024-11-11,9.66,9.177,-0.05,-0.0531,15800,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000795.SZ,matured,2024-11-04,2024-11-11,9.96,13.37,0.3423694779116464,0.3392694779116464,84300,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000826.SZ,stop_loss,2024-11-08,2024-11-12,3.18,3.021,-0.05,-0.0531,48100,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000506.SZ,stop_loss,2024-11-11,2024-11-12,4.03,3.8285,-0.05,-0.0531,133600,0.0031,0.4
2024-2025 Recovery,bull,5d_10%,000557.SZ,stop_loss,2024-11-07,2024-11-14,6.26,5.946999999999999,-0.05,-0.0531,23000,0.0031,0.35
2024-2025 Recovery,recovery,5d_10%,002065.SZ,stop_loss,2024-11-11,2024-11-15,8.57,8.1415,-0.05,-0.0531,62800,0.0031,0.45
2024-2025 Recovery,recovery,5d_10%,000908.SZ,matured,2024-11-14,2024-11-21,5.85,5.83,-0.0034188034188032956,-0.006518803418803296,108700,0.0031,0.45
2024-2025 Recovery,sideways,5d_10%,002117.SZ,stop_loss,2024-11-25,2024-11-26,11.42,10.849,-0.05,-0.0531,14400,0.0031,0.39999999999999997
2024-2025 Recovery,recovery,5d_10%,002155.SZ,stop_loss,2024-11-25,2024-11-27,22.26,21.147000000000002,-0.05,-0.0531,7300,0.0031,0.45
2024-2025 Recovery,recovery,5d_10%,000615.SZ,matured,2024-11-22,2024-11-29,3.24,3.83,0.18209876543209869,0.1789987654320987,145000,0.0031,0.45
2024-2025 Recovery,sideways,5d_10%,001308.SZ,stop_loss,2024-11-28,2024-12-03,26.5,25.174999999999997,-0.05,-0.0531,12200,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,002006.SZ,stop_loss,2024-12-03,2024-12-04,22.88,21.735999999999997,-0.05,-0.0531,42300,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000008.SZ,stop_loss,2024-12-04,2024-12-06,3.71,3.5244999999999997,-0.05,-0.0531,253100,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,002362.SZ,stop_loss,2024-12-06,2024-12-09,30.88,29.336,-0.05,-0.0531,29400,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,000813.SZ,stop_loss,2024-12-09,2024-12-10,4.1,3.8949999999999996,-0.05,-0.0531,161000,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,002481.SZ,stop_loss,2024-12-10,2024-12-11,6.99,6.6405,-0.05,-0.0531,92200,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,000530.SZ,stop_loss,2024-12-13,2024-12-17,7.48,7.106,-0.05,-0.0531,39200,0.0031,0.5
2024-2025 Recovery,sideways,5d_10%,002115.SZ,stop_loss,2024-12-11,2024-12-18,9.85,9.3575,-0.05,-0.0531,42500,0.0031,0.44999999999999996
2024-2025 Recovery,recovery,5d_10%,002058.SZ,stop_loss,2024-12-19,2024-12-20,18.36,17.442,-0.05,-0.0531,22200,0.0031,0.45
2024-2025 Recovery,sideways,5d_10%,000533.SZ,stop_loss,2024-12-31,2025-01-02,6.34,6.023,-0.05,-0.0531,63300,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,002168.SZ,stop_loss,2025-01-02,2025-01-03,3.06,2.907,-0.05,-0.0531,129100,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000573.SZ,matured,2025-01-06,2025-01-13,4.15,4.98,0.19999999999999996,0.19689999999999996,93700,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000016.SZ,stop_loss,2025-01-14,2025-01-15,6.68,6.345999999999999,-0.05,-0.0531,61600,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000777.SZ,stop_loss,2025-01-14,2025-01-15,21.0,19.95,-0.05,-0.0531,19600,0.0031,0.39999999999999997
2024-2025 Recovery,recovery,5d_10%,002261.SZ,matured,2025-02-11,2025-02-18,27.95,34.35,0.22898032200357799,0.225880322003578,28500,0.0031,0.55
2024-2025 Recovery,bear,5d_10%,001212.SZ,matured,2025-04-03,2025-04-11,42.86,50.26,0.17265515632291173,0.16955515632291174,21100,0.0031,0.44999999999999996
2024-2025 Recovery,bear,5d_10%,000510.SZ,stop_loss,2025-04-14,2025-04-16,5.09,4.8355,-0.05,-0.0531,43600,0.0031,0.44999999999999996
2024-2025 Recovery,bear,5d_10%,000670.SZ,stop_loss,2025-04-14,2025-04-16,7.09,6.735499999999999,-0.05,-0.0531,31300,0.0031,0.44999999999999996
2024-2025 Recovery,bear,5d_10%,000908.SZ,matured,2025-04-10,2025-04-17,4.45,4.86,0.09213483146067425,0.08903483146067424,40600,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,002717.SZ,stop_loss,2025-05-27,2025-05-28,2.4,2.28,-0.05,-0.0531,413600,0.0031,0.5
