window,regime,model,symbol,exit_reason,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio
2023 Sideways,sideways,5d_10%,001314.SZ,stop_loss,2023-02-14,2023-02-20,55.44,52.66799999999999,-0.05,-0.0531,8200,0.0031
2023 Sideways,recovery,5d_10%,000752.SZ,stop_loss,2023-02-14,2023-02-21,4.71,4.4745,-0.05,-0.0531,97100,0.0031
2023 Sideways,sideways,5d_10%,001225.SZ,stop_loss,2023-02-22,2023-02-24,67.81,64.4195,-0.05,-0.0531,4800,0.0031
2023 Sideways,sideways,5d_10%,000925.SZ,stop_loss,2023-02-28,2023-03-01,11.08,10.526,-0.05,-0.0531,29200,0.0031
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-03,2023-03-10,11.23,16.45,0.4648263579697238,0.46172635796972383,28300,0.0031
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-10,2023-03-17,18.1,26.5,0.4640883977900552,0.4609883977900552,20000,0.0031
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-17,2023-03-24,29.15,30.47,0.04528301886792452,0.04218301886792452,14100,0.0031
2023 Sideways,sideways,5d_10%,002229.SZ,stop_loss,2023-03-23,2023-03-29,17.22,16.358999999999998,-0.05,-0.0531,16700,0.0031
2023 Sideways,sideways,5d_10%,000158.SZ,stop_loss,2023-03-27,2023-03-29,9.61,9.129499999999998,-0.05,-0.0531,34400,0.0031
2023 Sideways,recovery,5d_10%,002316.SZ,matured,2023-03-31,2023-04-10,4.18,4.47,0.06937799043062198,0.06627799043062198,48700,0.0031
2023 Sideways,recovery,5d_10%,001337.SZ,matured,2023-03-31,2023-04-10,25.82,27.83,0.07784663051897756,0.07474663051897755,7800,0.0031
2023 Sideways,sideways,5d_10%,000620.SZ,matured,2023-04-27,2023-05-09,1.49,1.46,-0.020134228187919434,-0.023234228187919433,279300,0.0031
2023 Sideways,bear,5d_10%,600928.SH,stop_loss,2023-05-09,2023-05-10,4.85,4.607499999999999,-0.05,-0.0531,85200,0.0031
2023 Sideways,bear,5d_10%,000697.SZ,stop_loss,2023-05-11,2023-05-17,7.3,6.935,-0.05,-0.0531,27800,0.0031
2023 Sideways,bear,5d_10%,001287.SZ,matured,2023-05-11,2023-05-18,26.03,27.79,0.06761429120245865,0.06451429120245865,7800,0.0031
2023 Sideways,bear,5d_10%,000909.SZ,matured,2023-05-15,2023-05-22,5.59,5.93,0.06082289803220031,0.057722898032200314,50900,0.0031
2023 Sideways,bear,5d_10%,000656.SZ,stop_loss,2023-05-23,2023-05-25,1.01,0.9594999999999999,-0.05,-0.0531,408300,0.0031
2023 Sideways,bear,5d_10%,000711.SZ,matured,2023-06-01,2023-06-08,1.48,1.8,0.21621621621621623,0.21311621621621624,274200,0.0031
2023 Sideways,sideways,5d_10%,002261.SZ,stop_loss,2023-06-12,2023-06-13,20.11,19.104499999999998,-0.05,-0.0531,21400,0.0031
2023 Sideways,sideways,5d_10%,000936.SZ,matured,2023-06-14,2023-06-21,10.41,13.67,0.31316042267050914,0.31006042267050915,40800,0.0031
2023 Sideways,sideways,5d_10%,001324.SZ,matured,2023-06-21,2023-06-30,21.06,21.17,0.005223171889838785,0.0021231718898387848,22000,0.0031
2023 Sideways,sideways,5d_10%,000004.SZ,stop_loss,2023-07-14,2023-07-20,21.01,19.959500000000002,-0.05,-0.0531,22100,0.0031
2023 Sideways,sideways,5d_10%,002316.SZ,stop_loss,2023-07-20,2023-07-21,6.46,6.137,-0.05,-0.0531,70700,0.0031
