window,regime,model,symbol,exit_reason,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio
2022 Bear,severe_bear,5d_10%,000797.SZ,matured,2022-04-01,2022-04-12,4.71,4.62,-0.019108280254777066,-0.022208280254777064,69600,0.0031
2022 Bear,severe_bear,5d_10%,000736.SZ,matured,2022-04-06,2022-04-13,17.11,20.18,0.17942723553477502,0.17632723553477503,26800,0.0031
2022 Bear,severe_bear,5d_10%,000514.SZ,stop_loss,2022-04-20,2022-04-22,6.01,5.709499999999999,-0.05,-0.0531,29100,0.0031
2022 Bear,severe_bear,5d_10%,000514.SZ,matured,2022-04-25,2022-05-05,4.76,5.49,0.15336134453781525,0.15026134453781526,36400,0.0031
2022 Bear,severe_bear,5d_10%,001228.SZ,matured,2022-04-29,2022-05-11,48.25,70.65,0.46424870466321266,0.46114870466321267,3000,0.0031
2022 Bear,severe_bear,5d_10%,000926.SZ,stop_loss,2022-05-16,2022-05-17,7.2,6.84,-0.05,-0.0531,26000,0.0031
2022 Bear,severe_bear,5d_10%,001318.SZ,matured,2022-05-20,2022-05-27,14.98,21.93,0.46395193591455275,0.46085193591455276,24800,0.0031
2022 Bear,severe_bear,5d_10%,000957.SZ,matured,2022-05-20,2022-05-27,8.4,12.41,0.47738095238095224,0.47428095238095225,44300,0.0031
2022 Bear,sideways,5d_10%,000420.SZ,stop_loss,2022-05-30,2022-05-31,4.1,3.8949999999999996,-0.05,-0.0531,197500,0.0031
2022 Bear,sideways,5d_10%,002229.SZ,stop_loss,2022-06-01,2022-06-02,6.56,6.231999999999999,-0.05,-0.0531,119500,0.0031
2022 Bear,recovery,5d_10%,000909.SZ,stop_loss,2022-06-02,2022-06-06,14.7,13.964999999999998,-0.05,-0.0531,25800,0.0031
2022 Bear,recovery,5d_10%,000595.SZ,matured,2022-05-27,2022-06-06,5.94,7.11,0.19696969696969702,0.19386969696969703,40000,0.0031
2022 Bear,recovery,5d_10%,000868.SZ,stop_loss,2022-06-02,2022-06-07,6.36,6.042,-0.05,-0.0531,59600,0.0031
2022 Bear,bull,5d_10%,000633.SZ,stop_loss,2022-06-16,2022-06-17,7.54,7.162999999999999,-0.05,-0.0531,16000,0.0031
2022 Bear,bull,5d_10%,000595.SZ,stop_loss,2022-06-16,2022-06-21,5.36,5.092,-0.05,-0.0531,22600,0.0031
2022 Bear,bull,5d_10%,001270.SZ,matured,2022-06-15,2022-06-22,66.92,93.52,0.39748953974895396,0.39438953974895397,18000,0.0031
2022 Bear,bull,5d_10%,000595.SZ,stop_loss,2022-06-21,2022-06-23,5.01,4.759499999999999,-0.05,-0.0531,23900,0.0031
2022 Bear,bull,5d_10%,000802.SZ,matured,2022-06-17,2022-06-24,4.48,4.65,0.0379464285714286,0.034846428571428605,31300,0.0031
2022 Bear,bull,5d_10%,000595.SZ,stop_loss,2022-06-23,2022-06-28,4.99,4.7405,-0.05,-0.0531,74000,0.0031
2022 Bear,bull,5d_10%,000821.SZ,stop_loss,2022-06-28,2022-06-29,25.05,23.7975,-0.05,-0.0531,6200,0.0031
2022 Bear,bull,5d_10%,001226.SZ,matured,2022-06-22,2022-06-29,39.06,52.18,0.33589349718381967,0.3327934971838197,17500,0.0031
2022 Bear,bull,5d_10%,001270.SZ,matured,2022-06-22,2022-06-29,99.5,100.0,0.005025125628140614,0.0019251256281406144,6800,0.0031
2022 Bear,bull,5d_10%,002168.SZ,stop_loss,2022-06-28,2022-06-30,4.18,3.9709999999999996,-0.05,-0.0531,37400,0.0031
2022 Bear,bull,5d_10%,001270.SZ,stop_loss,2022-07-04,2022-07-05,98.02,93.11899999999999,-0.05,-0.0531,600,0.0031
2022 Bear,bull,5d_10%,000970.SZ,matured,2022-06-28,2022-07-05,18.1,18.49,0.021546961325966674,0.018446961325966675,8600,0.0031
2022 Bear,bull,5d_10%,002090.SZ,stop_loss,2022-07-06,2022-07-07,13.03,12.378499999999999,-0.05,-0.0531,3100,0.0031
2022 Bear,bull,5d_10%,001268.SZ,matured,2022-06-30,2022-07-07,30.49,37.21,0.22040013119055435,0.21730013119055436,52600,0.0031
2022 Bear,bull,5d_10%,001309.SZ,matured,2022-07-01,2022-07-08,42.04,61.55,0.46408182683158894,0.46098182683158895,7600,0.0031
2022 Bear,recovery,5d_10%,001270.SZ,stop_loss,2022-07-05,2022-07-11,91.05,86.49749999999999,-0.05,-0.0531,1000,0.0031
2022 Bear,recovery,5d_10%,000957.SZ,stop_loss,2022-07-07,2022-07-11,19.11,18.1545,-0.05,-0.0531,83800,0.0031
2022 Bear,recovery,5d_10%,001309.SZ,stop_loss,2022-07-08,2022-07-11,67.69,64.3055,-0.05,-0.0531,10200,0.0031
2022 Bear,recovery,5d_10%,001318.SZ,matured,2022-07-05,2022-07-12,19.22,19.17,-0.002601456815816694,-0.005701456815816694,4800,0.0031
2022 Bear,sideways,5d_10%,002591.SZ,stop_loss,2022-07-18,2022-07-19,9.99,9.490499999999999,-0.05,-0.0531,151700,0.0031
2022 Bear,sideways,5d_10%,002168.SZ,stop_loss,2022-07-21,2022-07-25,5.9,5.605,-0.05,-0.0531,82900,0.0031
2022 Bear,sideways,5d_10%,000957.SZ,matured,2022-07-21,2022-07-28,17.67,17.81,0.007923033389926282,0.004823033389926281,27600,0.0031
2022 Bear,sideways,5d_10%,002316.SZ,matured,2022-07-21,2022-07-28,3.46,3.91,0.13005780346820806,0.12695780346820806,141400,0.0031
2022 Bear,bear,5d_10%,000837.SZ,stop_loss,2022-07-29,2022-08-01,12.31,11.6945,-0.05,-0.0531,31000,0.0031
2022 Bear,bear,5d_10%,001336.SZ,matured,2022-07-25,2022-08-01,36.37,36.51,0.003849326367885597,0.0007493263678855972,23700,0.0031
2022 Bear,bear,5d_10%,001258.SZ,matured,2022-07-27,2022-08-03,5.36,7.85,0.46455223880596996,0.46145223880596997,64800,0.0031
2022 Bear,bear,5d_10%,001258.SZ,matured,2022-08-03,2022-08-10,8.64,12.65,0.46412037037037024,0.46102037037037025,45500,0.0031
2022 Bear,bear,5d_10%,001226.SZ,matured,2022-08-03,2022-08-10,34.22,34.76,0.015780245470485177,0.012680245470485177,11500,0.0031
2022 Bear,sideways,5d_10%,000536.SZ,stop_loss,2022-08-15,2022-08-16,2.65,2.5174999999999996,-0.05,-0.0531,445600,0.0031
2022 Bear,sideways,5d_10%,001258.SZ,matured,2022-08-10,2022-08-17,13.92,18.34,0.31752873563218387,0.3144287356321839,60500,0.0031
2022 Bear,sideways,5d_10%,001330.SZ,matured,2022-08-18,2022-08-25,7.96,11.66,0.46482412060301503,0.46172412060301504,113500,0.0031
2022 Bear,sideways,5d_10%,000045.SZ,matured,2022-08-18,2022-08-25,10.6,10.62,0.0018867924528300772,-0.0012132075471699227,85200,0.0031
2022 Bear,sideways,5d_10%,002115.SZ,stop_loss,2022-08-31,2022-09-01,5.59,5.310499999999999,-0.05,-0.0531,49000,0.0031
2022 Bear,sideways,5d_10%,001330.SZ,matured,2022-08-25,2022-09-01,12.83,13.8,0.07560405300077955,0.07250405300077954,80100,0.0031
2022 Bear,sideways,5d_10%,001258.SZ,matured,2022-08-25,2022-09-01,14.31,15.95,0.11460517120894465,0.11150517120894464,71800,0.0031
2022 Bear,sideways,5d_10%,000892.SZ,stop_loss,2022-08-31,2022-09-06,5.35,5.0825,-0.05,-0.0531,51200,0.0031
2022 Bear,sideways,5d_10%,001283.SZ,stop_loss,2022-09-05,2022-09-06,82.67,78.5365,-0.05,-0.0531,11000,0.0031
2022 Bear,sideways,5d_10%,001259.SZ,matured,2022-08-31,2022-09-07,31.28,31.8,0.01662404092071612,0.01352404092071612,8700,0.0031
2022 Bear,bear,5d_10%,000510.SZ,stop_loss,2022-09-20,2022-09-21,7.82,7.429,-0.05,-0.0531,95100,0.0031
2022 Bear,bear,5d_10%,001330.SZ,matured,2022-09-16,2022-09-23,10.59,10.42,-0.016052880075542952,-0.01915288007554295,100300,0.0031
2022 Bear,bear,5d_10%,001332.SZ,stop_loss,2022-09-22,2022-09-28,82.37,78.25150000000001,-0.05,-0.0531,6200,0.0031
2022 Bear,bear,5d_10%,003027.SZ,matured,2022-09-21,2022-09-28,23.73,27.47,0.15760640539401605,0.15450640539401606,30800,0.0031
2022 Bear,bear,5d_10%,001259.SZ,stop_loss,2022-09-29,2022-09-30,32.99,31.3405,-0.05,-0.0531,32400,0.0031
2022 Bear,bear,5d_10%,001255.SZ,matured,2022-09-30,2022-10-14,31.32,33.05,0.05523627075351212,0.05213627075351212,11200,0.0031
2022 Bear,bear,5d_10%,001269.SZ,matured,2022-09-30,2022-10-14,24.79,36.3,0.46430012101653895,0.46120012101653896,14100,0.0031
2022 Bear,bear,5d_10%,001259.SZ,matured,2022-09-30,2022-10-14,31.2,32.15,0.03044871794871784,0.027348717948717842,11200,0.0031
2022 Bear,bear,5d_10%,001269.SZ,matured,2022-10-14,2022-10-21,39.93,58.45,0.4638116704232407,0.4607116704232407,27800,0.0031
2022 Bear,severe_bear,5d_10%,002253.SZ,stop_loss,2022-11-02,2022-11-03,17.56,16.682,-0.05,-0.0531,71900,0.0031
2022 Bear,sideways,5d_10%,001255.SZ,stop_loss,2022-11-07,2022-11-11,37.0,35.15,-0.05,-0.0531,67200,0.0031
2022 Bear,sideways,5d_10%,000153.SZ,stop_loss,2022-11-15,2022-11-16,11.83,11.2385,-0.05,-0.0531,101700,0.0031
2022 Bear,sideways,5d_10%,000863.SZ,stop_loss,2022-11-15,2022-11-17,5.85,5.557499999999999,-0.05,-0.0531,205800,0.0031
2022 Bear,sideways,5d_10%,001338.SZ,matured,2022-11-16,2022-11-23,10.8,15.82,0.4648148148148148,0.4617148148148148,152400,0.0031
2022 Bear,recovery,5d_10%,001338.SZ,matured,2022-11-23,2022-11-30,17.4,21.3,0.22413793103448287,0.22103793103448288,160100,0.0031
2022 Bear,recovery,5d_10%,000797.SZ,matured,2022-11-25,2022-12-02,3.86,4.64,0.20207253886010368,0.1989725388601037,288300,0.0031
2022 Bear,bull,5d_10%,001333.SZ,stop_loss,2022-12-08,2022-12-12,41.95,39.8525,-0.05,-0.0531,20800,0.0031
2022 Bear,recovery,5d_10%,001256.SZ,stop_loss,2022-12-07,2022-12-13,26.14,24.833,-0.05,-0.0531,83800,0.0031
2022 Bear,bull,5d_10%,000153.SZ,matured,2022-12-07,2022-12-14,13.16,14.76,0.12158054711246202,0.11848054711246202,166500,0.0031
2022 Bear,bull,5d_10%,001338.SZ,stop_loss,2022-12-15,2022-12-19,21.8,20.71,-0.05,-0.0531,204600,0.0031
2022 Bear,recovery,5d_10%,000597.SZ,stop_loss,2022-12-19,2022-12-23,8.3,7.885000000000001,-0.05,-0.0531,257300,0.0031
2022 Bear,recovery,5d_10%,001338.SZ,matured,2022-12-19,2022-12-26,20.37,20.31,-0.002945508100147376,-0.006045508100147376,104800,0.0031
2023 Sideways,sideways,5d_10%,001301.SZ,stop_loss,2023-01-03,2023-01-04,71.43,67.8585,-0.05,-0.0531,4100,0.0031
2023 Sideways,sideways,5d_10%,000045.SZ,stop_loss,2023-01-03,2023-01-04,13.42,12.748999999999999,-0.05,-0.0531,22300,0.0031
2023 Sideways,recovery,5d_10%,000948.SZ,stop_loss,2023-01-04,2023-01-06,26.48,25.156,-0.05,-0.0531,21900,0.0031
2023 Sideways,bull,5d_10%,002253.SZ,stop_loss,2023-01-31,2023-02-01,15.99,15.1905,-0.05,-0.0531,23400,0.0031
2023 Sideways,bull,5d_10%,002362.SZ,matured,2023-01-31,2023-02-07,22.28,32.63,0.4645421903052065,0.4614421903052065,16800,0.0031
2023 Sideways,sideways,5d_10%,001314.SZ,stop_loss,2023-02-14,2023-02-20,55.44,52.66799999999999,-0.05,-0.0531,7800,0.0031
2023 Sideways,recovery,5d_10%,000752.SZ,stop_loss,2023-02-14,2023-02-21,4.71,4.4745,-0.05,-0.0531,92600,0.0031
2023 Sideways,sideways,5d_10%,001225.SZ,stop_loss,2023-02-22,2023-02-24,67.81,64.4195,-0.05,-0.0531,9200,0.0031
2023 Sideways,sideways,5d_10%,000925.SZ,stop_loss,2023-02-28,2023-03-01,11.08,10.526,-0.05,-0.0531,54700,0.0031
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-03,2023-03-10,11.23,16.45,0.4648263579697238,0.46172635796972383,52300,0.0031
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-10,2023-03-17,18.1,26.5,0.4640883977900552,0.4609883977900552,41400,0.0031
2023 Sideways,sideways,5d_10%,001337.SZ,matured,2023-03-17,2023-03-24,29.15,30.47,0.04528301886792452,0.04218301886792452,32800,0.0031
2023 Sideways,sideways,5d_10%,002229.SZ,stop_loss,2023-03-23,2023-03-29,17.22,16.358999999999998,-0.05,-0.0531,22200,0.0031
2023 Sideways,sideways,5d_10%,000158.SZ,stop_loss,2023-03-27,2023-03-29,9.61,9.129499999999998,-0.05,-0.0531,78100,0.0031
2023 Sideways,recovery,5d_10%,002316.SZ,matured,2023-03-31,2023-04-10,4.18,4.47,0.06937799043062198,0.06627799043062198,226000,0.0031
2023 Sideways,sideways,5d_10%,000620.SZ,matured,2023-04-27,2023-05-09,1.49,1.46,-0.020134228187919434,-0.023234228187919433,659300,0.0031
2023 Sideways,sideways,5d_10%,000697.SZ,stop_loss,2023-05-12,2023-05-15,7.67,7.286499999999999,-0.05,-0.0531,63100,0.0031
2023 Sideways,bear,5d_10%,000656.SZ,stop_loss,2023-05-23,2023-05-25,1.01,0.9594999999999999,-0.05,-0.0531,471900,0.0031
2023 Sideways,bear,5d_10%,000711.SZ,matured,2023-06-01,2023-06-08,1.48,1.8,0.21621621621621623,0.21311621621621624,316900,0.0031
2023 Sideways,sideways,5d_10%,002261.SZ,stop_loss,2023-06-12,2023-06-13,20.11,19.104499999999998,-0.05,-0.0531,19900,0.0031
2023 Sideways,sideways,5d_10%,000936.SZ,matured,2023-06-14,2023-06-21,10.41,13.67,0.31316042267050914,0.31006042267050915,75700,0.0031
2023 Sideways,sideways,5d_10%,001324.SZ,matured,2023-06-21,2023-06-30,21.06,21.17,0.005223171889838785,0.0021231718898387848,44300,0.0031
2023 Sideways,sideways,5d_10%,000004.SZ,stop_loss,2023-07-14,2023-07-20,21.01,19.959500000000002,-0.05,-0.0531,44500,0.0031
2023 Sideways,sideways,5d_10%,002316.SZ,stop_loss,2023-07-20,2023-07-21,6.46,6.137,-0.05,-0.0531,140200,0.0031
2023 Sideways,bear,5d_10%,000609.SZ,stop_loss,2023-08-28,2023-08-31,6.6,6.27,-0.05,-0.0531,66400,0.0031
2023 Sideways,sideways,5d_10%,001268.SZ,stop_loss,2023-09-11,2023-09-12,27.0,25.65,-0.05,-0.0531,15900,0.0031
2023 Sideways,sideways,5d_10%,000752.SZ,matured,2023-09-11,2023-09-18,8.75,10.64,0.21599999999999997,0.21289999999999998,49300,0.0031
2023 Sideways,sideways,5d_10%,000541.SZ,stop_loss,2023-10-11,2023-10-12,7.04,6.688,-0.05,-0.0531,32100,0.0031
2023 Sideways,sideways,5d_10%,000752.SZ,stop_loss,2023-10-11,2023-10-13,8.56,8.132,-0.05,-0.0531,26400,0.0031
2023 Sideways,bear,5d_10%,002232.SZ,stop_loss,2023-10-30,2023-10-31,21.81,20.719499999999996,-0.05,-0.0531,10200,0.0031
2023 Sideways,bear,5d_10%,000676.SZ,stop_loss,2023-10-30,2023-11-01,8.06,7.657,-0.05,-0.0531,27600,0.0031
2023 Sideways,sideways,5d_10%,000615.SZ,stop_loss,2023-11-02,2023-11-03,3.83,3.6385,-0.05,-0.0531,114300,0.0031
2023 Sideways,sideways,5d_10%,002238.SZ,matured,2023-11-06,2023-11-13,9.63,12.85,0.3343717549325025,0.3312717549325025,89500,0.0031
2023 Sideways,sideways,5d_10%,002178.SZ,stop_loss,2023-11-15,2023-11-16,5.92,5.624,-0.05,-0.0531,69700,0.0031
2023 Sideways,sideways,5d_10%,000697.SZ,matured,2023-11-13,2023-11-20,6.15,6.07,-0.013008130081300862,-0.01610813008130086,167900,0.0031
2023 Sideways,sideways,5d_10%,000006.SZ,stop_loss,2023-11-22,2023-11-23,5.3,5.034999999999999,-0.05,-0.0531,76100,0.0031
2023 Sideways,sideways,5d_10%,000863.SZ,stop_loss,2023-11-20,2023-11-24,4.64,4.4079999999999995,-0.05,-0.0531,217600,0.0031
2023 Sideways,sideways,5d_10%,000670.SZ,stop_loss,2023-11-24,2023-11-27,9.5,9.025,-0.05,-0.0531,33800,0.0031
2023 Sideways,sideways,5d_10%,000518.SZ,stop_loss,2023-11-24,2023-11-28,4.57,4.3415,-0.05,-0.0531,70300,0.0031
2023 Sideways,sideways,5d_10%,002331.SZ,stop_loss,2023-11-24,2023-11-30,11.07,10.5165,-0.05,-0.0531,29000,0.0031
2023 Sideways,sideways,5d_10%,000625.SZ,stop_loss,2023-11-27,2023-12-01,20.57,19.5415,-0.05,-0.0531,27600,0.0031
2023 Sideways,bear,5d_10%,001239.SZ,stop_loss,2023-12-20,2023-12-26,22.7,21.564999999999998,-0.05,-0.0531,10000,0.0031
2024-2025 Recovery,sideways,5d_10%,000068.SZ,stop_loss,2024-01-25,2024-01-26,5.48,5.206,-0.05,-0.0531,44200,0.0031
2024-2025 Recovery,bear,5d_10%,001270.SZ,stop_loss,2024-01-24,2024-01-30,50.9,48.355,-0.05,-0.0531,11700,0.0031
2024-2025 Recovery,bear,5d_10%,001379.SZ,stop_loss,2024-01-29,2024-01-30,25.21,23.9495,-0.05,-0.0531,2300,0.0031
2024-2025 Recovery,bear,5d_10%,001239.SZ,stop_loss,2024-01-29,2024-01-30,22.68,21.546,-0.05,-0.0531,2500,0.0031
2024-2025 Recovery,bear,5d_10%,002229.SZ,stop_loss,2024-01-30,2024-01-31,20.15,19.1425,-0.05,-0.0531,7000,0.0031
2024-2025 Recovery,bear,5d_10%,001270.SZ,stop_loss,2024-01-30,2024-01-31,47.77,45.3815,-0.05,-0.0531,2900,0.0031
2024-2025 Recovery,severe_bear,5d_10%,002229.SZ,stop_loss,2024-01-31,2024-02-02,18.72,17.784,-0.05,-0.0531,7400,0.0031
2024-2025 Recovery,severe_bear,5d_10%,000536.SZ,stop_loss,2024-01-31,2024-02-02,2.54,2.413,-0.05,-0.0531,55100,0.0031
2024-2025 Recovery,severe_bear,5d_10%,300123.SZ,stop_loss,2024-02-01,2024-02-02,5.2,4.9399999999999995,-0.05,-0.0531,37800,0.0031
2024-2025 Recovery,sideways,5d_10%,000536.SZ,stop_loss,2024-02-02,2024-02-05,2.42,2.299,-0.05,-0.0531,56300,0.0031
2024-2025 Recovery,sideways,5d_10%,000536.SZ,stop_loss,2024-02-05,2024-02-06,2.15,2.0425,-0.05,-0.0531,50300,0.0031
2024-2025 Recovery,sideways,5d_10%,002316.SZ,stop_loss,2024-02-05,2024-02-07,3.05,2.8974999999999995,-0.05,-0.0531,35400,0.0031
2024-2025 Recovery,sideways,5d_10%,000004.SZ,stop_loss,2024-02-05,2024-02-07,9.5,9.025,-0.05,-0.0531,11300,0.0031
2024-2025 Recovery,recovery,5d_10%,000536.SZ,stop_loss,2024-02-06,2024-02-08,2.23,2.1185,-0.05,-0.0531,124900,0.0031
2024-2025 Recovery,recovery,5d_10%,002229.SZ,stop_loss,2024-02-07,2024-02-08,16.51,15.6845,-0.05,-0.0531,7000,0.0031
2024-2025 Recovery,recovery,5d_10%,002232.SZ,matured,2024-02-05,2024-02-20,10.51,12.73,0.21122740247383454,0.20812740247383454,10300,0.0031
2024-2025 Recovery,recovery,5d_10%,000503.SZ,matured,2024-02-05,2024-02-20,7.89,9.71,0.23067173637515848,0.22757173637515848,13700,0.0031
2024-2025 Recovery,recovery,5d_10%,000925.SZ,matured,2024-02-07,2024-02-22,5.49,6.86,0.24954462659380683,0.24644462659380684,21200,0.0031
2024-2025 Recovery,bull,5d_10%,000620.SZ,stop_loss,2024-03-06,2024-03-07,1.8,1.71,-0.05,-0.0531,417700,0.0031
2024-2025 Recovery,bull,5d_10%,001324.SZ,stop_loss,2024-03-08,2024-03-11,24.65,23.417499999999997,-0.05,-0.0531,29200,0.0031
2024-2025 Recovery,bull,5d_10%,000008.SZ,stop_loss,2024-03-11,2024-03-12,3.02,2.8689999999999998,-0.05,-0.0531,228300,0.0031
2024-2025 Recovery,bull,5d_10%,000737.SZ,stop_loss,2024-03-14,2024-03-15,6.49,6.1655,-0.05,-0.0531,101700,0.0031
2024-2025 Recovery,recovery,5d_10%,000801.SZ,stop_loss,2024-03-20,2024-03-21,14.95,14.202499999999999,-0.05,-0.0531,8400,0.0031
2024-2025 Recovery,recovery,5d_10%,000719.SZ,matured,2024-03-19,2024-03-26,12.09,12.87,0.06451612903225801,0.06141612903225801,26100,0.0031
2024-2025 Recovery,recovery,5d_10%,000710.SZ,matured,2024-03-19,2024-03-26,9.7,9.83,0.013402061855670278,0.010302061855670277,32500,0.0031
2024-2025 Recovery,sideways,5d_10%,001387.SZ,stop_loss,2024-04-12,2024-04-15,25.84,24.548,-0.05,-0.0531,18700,0.0031
2024-2025 Recovery,sideways,5d_10%,000809.SZ,stop_loss,2024-04-15,2024-04-16,1.57,1.4915,-0.05,-0.0531,298300,0.0031
2024-2025 Recovery,recovery,5d_10%,000691.SZ,stop_loss,2024-04-25,2024-04-26,4.96,4.712,-0.05,-0.0531,36500,0.0031
2024-2025 Recovery,recovery,5d_10%,000615.SZ,matured,2024-04-24,2024-05-06,2.25,2.58,0.14666666666666672,0.14356666666666673,201500,0.0031
2024-2025 Recovery,bull,5d_10%,000809.SZ,stop_loss,2024-05-09,2024-05-10,2.18,2.071,-0.05,-0.0531,148800,0.0031
2024-2025 Recovery,bull,5d_10%,000504.SZ,stop_loss,2024-05-09,2024-05-13,10.17,9.6615,-0.05,-0.0531,31900,0.0031
2024-2025 Recovery,bull,5d_10%,002481.SZ,stop_loss,2024-05-10,2024-05-14,5.02,4.768999999999999,-0.05,-0.0531,74700,0.0031
2024-2025 Recovery,bull,5d_10%,002148.SZ,stop_loss,2024-05-17,2024-05-20,5.89,5.5954999999999995,-0.05,-0.0531,51400,0.0031
2024-2025 Recovery,recovery,5d_10%,000908.SZ,stop_loss,2024-05-22,2024-05-24,2.07,1.9664999999999997,-0.05,-0.0531,84600,0.0031
2024-2025 Recovery,recovery,5d_10%,000560.SZ,matured,2024-05-17,2024-05-24,3.21,3.32,0.03426791277258556,0.031167912772585564,94300,0.0031
2024-2025 Recovery,recovery,5d_10%,000620.SZ,stop_loss,2024-05-22,2024-05-28,2.44,2.318,-0.05,-0.0531,71700,0.0031
2024-2025 Recovery,recovery,5d_10%,000609.SZ,stop_loss,2024-05-23,2024-05-28,1.95,1.8524999999999998,-0.05,-0.0531,35800,0.0031
2024-2025 Recovery,sideways,5d_10%,002717.SZ,stop_loss,2024-05-30,2024-06-04,1.15,1.0924999999999998,-0.05,-0.0531,379800,0.0031
2024-2025 Recovery,sideways,5d_10%,000793.SZ,matured,2024-06-03,2024-06-11,0.7,1.11,0.5857142857142859,0.5826142857142859,249100,0.0031
2024-2025 Recovery,sideways,5d_10%,003026.SZ,stop_loss,2024-06-06,2024-06-14,34.0,32.3,-0.05,-0.0531,4600,0.0031
2024-2025 Recovery,sideways,5d_10%,002717.SZ,matured,2024-06-06,2024-06-14,1.04,1.08,0.03846153846153855,0.03536153846153855,152900,0.0031
2024-2025 Recovery,sideways,5d_10%,002168.SZ,matured,2024-06-07,2024-06-17,2.31,2.35,0.017316017316017396,0.014216017316017395,55700,0.0031
2024-2025 Recovery,sideways,5d_10%,000908.SZ,stop_loss,2024-06-14,2024-06-18,1.19,1.1304999999999998,-0.05,-0.0531,230700,0.0031
2024-2025 Recovery,sideways,5d_10%,000609.SZ,matured,2024-06-11,2024-06-18,1.27,1.62,0.27559055118110254,0.27249055118110255,85400,0.0031
2024-2025 Recovery,sideways,5d_10%,000793.SZ,matured,2024-06-11,2024-06-18,1.22,1.45,0.18852459016393452,0.18542459016393453,88900,0.0031
2024-2025 Recovery,bear,5d_10%,002717.SZ,stop_loss,2024-06-21,2024-06-25,0.84,0.7979999999999999,-0.05,-0.0531,95800,0.0031
2024-2025 Recovery,bear,5d_10%,000609.SZ,matured,2024-06-18,2024-06-25,1.68,2.07,0.23214285714285698,0.229042857142857,150000,0.0031
